X,Y,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9
476547.35568669,4430175.67072335,-105.27483667,40.02146383,118211,40.02146383,-105.27483667,1379092954,2013-09-13 13:22:34,UW.1,Incredible number of safety emails coming in from the global @techstars family. So far we are safe but bracing for more rain. #boulderflood
477997.385177473,4428811.7073391,-105.257798,40.009214,118493,40.009214,-105.257798,1379080896,2013-09-13 10:01:36,UW.1,"#boulderflood Officials say, ""things are improving."" Pls be careful! http://t.co/4NJ4bnMnLx"
478535.923024582,4427662.93846302,-105.2514502,39.99887779,118584,39.99887779,-105.2514502,1379076285,2013-09-13 08:44:45,UW.1,"Found out my iPad and DSLR body are pretty much water resistant. Camera lens though, not so much. #oops #boulderflood #BoulderCreek"
476845.309833236,4428932.54199422,-105.27130069,40.01027187,119033,40.01027187,-105.27130069,1379070147,2013-09-13 07:02:27,UW.1,It all makes sense now... Tomorrow is Friday the 13th #boulderflood
479271.093172769,4428328.48699531,-105.24285905,40.00489256,119140,40.00489256,-105.24285905,1379070743,2013-09-13 07:12:23,UW.1,#boulderflood is a pump and dump... http://t.co/n6VtgJwLs3
476079.004227691,4430670.53041652,-105.28034337,40.0259092,119220,40.0259092,-105.28034337,1379069480,2013-09-13 06:51:20,UW.1,http://t.co/kSIQQPR6b7. Discharge in cubic feet per second. Careful #boulderflood
479316.902406202,4424617.01131088,-105.24220423,39.97145425,119297,39.97145425,-105.24220423,1379069892,2013-09-13 06:58:12,UW.1,@nikkibot yeah he is 1 of my roomates. Ugh thanks for the info!! Last time I checked there was no water coming from the back #boulderflood
476866.460733073,4428936.46778352,-105.27105301,40.01030782,119629,40.01030782,-105.27105301,1379068382,2013-09-13 06:33:02,UW.1,All 12 resivors in boulder county are now failing in some way shape or form. #boulderflood #boulder
478812.253875282,4432910.03560821,-105.2483844,40.04615945,119930,40.04615945,-105.2483844,1379067474,2013-09-13 06:17:54,UW.1,"Mom just called and said the basement is flooding. My first words.""is the Xbox okay?"" #oneandonly #loveyoubabe #boulderflood"
476280.034839974,4433935.71597125,-105.2781069,40.055333,120059,40.055333,-105.2781069,1379067152,2013-09-13 06:12:32,UW.1,Map of the Boulder floodplain showing 100 and 500 year floods.  #boulderflood http://t.co/wIj5wfjFEo
478150.701440979,4426706.64123849,-105.25593084,39.99025194,120195,39.99025194,-105.25593084,1379066844,2013-09-13 06:07:24,UW.1,"@nikkibot Hey neighbour, I had to leave my house, how are things looking around there? Are you safe? #boulderflood"
477697.128618936,4429182.17715004,-105.26132871,40.01254394,120384,40.01254394,-105.26132871,1379066307,2013-09-13 05:58:27,UW.1,"@saseskin Phone died; greater sandbag/concrete block treasures lie deeper into the #sportingwing. #boulderflood http://t.co/55ASauLmpl"
478012.942934452,4428259.03580959,-105.257597,40.004235,120387,40.004235,-105.257597,1379064556,2013-09-13 05:29:16,UW.1,Be safe tonight everyone! #BoulderFlood http://t.co/yvIZigSj6o
475730.757209217,4429828.95847652,-105.28439314,40.01831698,120925,40.01831698,-105.28439314,1379064532,2013-09-13 05:28:52,UW.1,Here's the evac zone.  #boulderflood http://t.co/B1SpPfeCUn
477714.549675566,4429872.1968416,-105.26114828,40.01876126,121057,40.01876126,-105.26114828,1379061475,2013-09-13 04:37:55,UW.1,Boulder Creek today. There was a pathway here. #Boulderflood http://t.co/NWYU1Cue5X
476507.758871871,4429189.76042478,-105.275265,40.01258,121124,40.01258,-105.275265,1379063441,2013-09-13 05:10:41,UW.1,Behind #Boulder High at 11pm #boulderflood #cowx http://t.co/avFaf0bO1O
476011.834769284,4429662.33676594,-105.28109328,40.01682381,121168,40.01682381,-105.28109328,1379063466,2013-09-13 05:11:06,UW.1,Walrus not messing around! #boulderflood @ The Walrus Saloon http://t.co/CgKjtDizQT
477403.510859253,4428501.20922587,-105.26474537,40.00640082,121185,40.00640082,-105.26474537,1379028995,2013-09-12 19:36:35,UW.1,This is Broadway right now. There is a bike path under there #boulderflood http://t.co/bttEJaFZhu
476152.109335947,4428986.54258776,-105.27942473,40.0107391,121452,40.0107391,-105.27942473,1379062616,2013-09-13 04:56:56,UW.1,Gunshots? Or fireworks? I'm afraid to find out #boulderflood
475425.924249317,4428661.34405904,-105.287921,40.00778834,121510,40.00778834,-105.287921,1379062286,2013-09-13 04:51:26,UW.1,Many hotels have been evacuated - make sure driving tourists know where is safe to go- many are confused and lost.  Help them #boulderflood
475967.365016306,4429517.58617131,-105.28160901,40.01551839,121538,40.01551839,-105.28160901,1379062092,2013-09-13 04:48:12,UW.1,Canyon Blvd is nothing short of a river. #boulderflood
476287.657175001,4429242.77611696,-105.2778459,40.0130515,121587,40.0130515,-105.2778459,1379061921,2013-09-13 04:45:21,UW.1,"Drove into #boulder to dive Toi home &amp; end up stranded. No roads in/out of the #boulderflood. The warning sirens &amp; robocall was surprising."
477080.209308892,4429297.58468901,-105.26856132,40.0135672,121750,40.0135672,-105.26856132,1379061156,2013-09-13 04:32:36,UW.1,_ #boulderflood http://t.co/la5e6A5FCS
478434.761626294,4433376.34070688,-105.25282523,40.05035112,121817,40.05035112,-105.25282523,1379060748,2013-09-13 04:25:48,UW.1,So much for being a land locked state... #boulderflood #coloradoflood
475766.31549609,4429815.46831732,-105.28397596,40.01819646,121905,40.01819646,-105.28397596,1379060033,2013-09-13 04:13:53,UW.1,Sirens and Robotic Voices.  I feel like I am in a dystopian movie made by Michael Bay. #boulderflood
475068.40205928,4432554.30078696,-105.29225947,40.04285202,121962,40.04285202,-105.29225947,1379060278,2013-09-13 04:17:58,UW.1,Oh hai flood sirens. You're freaking out the neighborhood coyotes. #boulderflood
477786.11613276,4429165.8240356,-105.26028547,40.01239895,122110,40.01239895,-105.26028547,1379059645,2013-09-13 04:07:25,UW.1,Boulder Creek is now a lake.  And...the sirens are back.  #flashflood #boulderflood http://t.co/r3HtoX5zuX
478938.969877424,4431776.34238917,-105.24686208,40.03594844,122138,40.03594844,-105.24686208,1379059614,2013-09-13 04:06:54,UW.1,"Oh crap, flood sirens again!! #boulderflood"
478268.487636085,4431254.71335674,-105.25470343,40.03123173,122143,40.03123173,-105.25470343,1379059587,2013-09-13 04:06:27,UW.1,Um why are the sirens going off? #boulderflood
479355.166711734,4431173.17159634,-105.24196456,40.03052436,122199,40.03052436,-105.24196456,1379058882,2013-09-13 03:54:42,UW.1,"Officially trapped in Boulder, all roads leading in or out are closed #boulderflood"
480688.193470835,4427336.87467473,-105.226227,39.995992,122284,39.995992,-105.226227,1379057670,2013-09-13 03:34:30,UW.1,My house has stated to flood. #boulderstruggles #boulderflood http://t.co/Qteb8aKcSa
475069.391684204,4432553.01890586,-105.29224782,40.0428405,122314,40.0428405,-105.29224782,1379056757,2013-09-13 03:19:17,UW.1,People in #boulderflood stay inside! Geez!
476266.822987512,4428589.09763658,-105.27806612,40.00716148,122322,40.00716148,-105.27806612,1379057158,2013-09-13 03:25:58,UW.1,Who wants to play some apples to apples in candlelight? #boulderflood #thehill #cowx
476128.606540535,4427979.69106897,-105.27966309,40.00166702,122346,40.00166702,-105.27966309,1379054400,2013-09-13 02:40:00,UW.1,6th Street #boulderflood @ Conroy Zoo http://t.co/ef0W2WHdlz
475772.434709526,4428392.18307141,-105.28385113,40.0053733,122389,40.0053733,-105.28385113,1379056360,2013-09-13 03:12:40,UW.1,"It was so slippery out there, mad props to all of these guys playing soccer! #boulderflood #cuboulder� http://t.co/VEM7UjSQnp"
480193.739302562,4426230.01294547,-105.23198547,39.98600801,122390,39.98600801,-105.23198547,1379056231,2013-09-13 03:10:31,UW.1,My street is a river.  #boulder #flood #boulderflood #nofilter #flashflood @ US-36 at Table Mesa http://t.co/qcjiZLKdqI
478398.661577905,4426845.12300182,-105.253031,39.991506,122517,39.991506,-105.253031,1379054536,2013-09-13 02:42:16,UW.1,lunchtime at Martin park. We live 1 st to the left. Hasn't stopped raining yet. #boulderflood http://t.co/37nyuY5BEl
478476.725768125,4427346.49316234,-105.2521332,39.9960252,122704,39.9960252,-105.2521332,1379037451,2013-09-12 21:57:31,UW.1,"""@chrisvanderveen: From a viewer in Lyons.  Wow.  #boulderflood http://t.co/5wLVFr3jYP"""
475062.09006445,4432546.21461248,-105.29233315,40.04277898,122784,40.04277898,-105.29233315,1379050539,2013-09-13 01:35:39,UW.1,"Lucky to be ""sheltering in place,"" dry, safe, with my No. 1 guy. And also, the other guy, Jack D. #boulderflood"
475560.653774796,4430830.44402207,-105.28642416,40.02733511,122823,40.02733511,-105.28642416,1379049938,2013-09-13 01:25:38,UW.1,North boulder park = lake. #boulder #boulderflood @ North Boulder Park http://t.co/c7AA9r1hzU
476488.971693524,4430929.91392798,-105.27554819,40.02825768,122872,40.02825768,-105.27554819,1379048936,2013-09-13 01:08:56,UW.1,"One street over tho, they've got some serious problems. #boulderflood http://t.co/4Q1KAr6LLo"
476491.985540938,4430928.30743073,-105.27551281,40.02824329,122877,40.02824329,-105.27551281,1379048880,2013-09-13 01:08:00,UW.1,"So far, our place is still safe (but looking like a #shantyhouse) @beanaman #boulderflood http://t.co/Yi2YiUzewJ"
475931.371142102,4428079.07280425,-105.28197744,40.00255682,122911,40.00255682,-105.28197744,1379048228,2013-09-13 00:57:08,UW.1,"Round two, lets do this! #boulderflood http://t.co/inuvmwQRFT"
477830.798225037,4429184.44013857,-105.25976256,40.01256785,123091,40.01256785,-105.25976256,1379045242,2013-09-13 00:07:22,UW.1,Took photo of path barrier/flood instructions 2 days ago...I'm assuming it's in use/underwater now. #boulderflood http://t.co/5d3PCH1UJV
478472.828397618,4427698.1633149,-105.25219051,39.99919355,123137,39.99919355,-105.25219051,1379044471,2013-09-12 23:54:31,UW.1,"Dried my hair, went outside for about a minute and...#boulderflood http://t.co/BxP95sRVDN"
479946.799569196,4428666.35793715,-105.234953,40.007953,123154,40.007953,-105.234953,1379039694,2013-09-12 22:34:54,UW.1,Hearing from people in Denver area that the sun is out. Still pouring rain here in Boulder. #Boulderflood #coflood
476428.777598781,4428710.98788717,-105.27617305,40.00826421,123244,40.00826421,-105.27617305,1379026454,2013-09-12 18:54:14,UW.1,"Community Levee at 7th &amp; Arapahoe #boulder #boulderflood #cowx http://t.co/P9ETyrJWiM"
478250.273966578,4425824.76076161,-105.254735,39.982309,123271,39.982309,-105.254735,1379041975,2013-09-12 23:12:55,UW.1,The highest the creek has been during #boulderflood http://t.co/qBcJL7n5Xe
479960.165385124,4428683.17563223,-105.23479692,40.00810484,123289,40.00810484,-105.23479692,1379042179,2013-09-12 23:16:19,UW.1,"Here's @MichaelDriver9 looking like a stud. #BoulderFlood is a terrible story, nice to have some humor. #coflood http://t.co/yF20q8x0ZA"
479816.706928709,4428111.54920787,-105.23645997,40.00295123,123794,40.00295123,-105.23645997,1379035155,2013-09-12 21:19:15,UW.1,"Don't worry guys. The grocery stores are closed, but the liquor store is open. Everything will be okay after all! #boulderflood"
479654.91414389,4426118.03788042,-105.23829303,39.98498634,123878,39.98498634,-105.23829303,1379033579,2013-09-12 20:52:59,UW.1,"Just check out pics tagged #boulderflood to get an idea of how crazy things have gotten here; crushed record for most rain in 24-hour period"
479059.327058636,4428469.50321684,-105.24534462,40.00615785,123885,40.00615785,-105.24534462,1379016483,2013-09-12 16:08:03,UW.1,"People always say ""all Boulder needs is an ocean"" #boulderflood #BeCarefulWhatYouWishFor"
478267.741828427,4431254.08283536,-105.25471215,40.03122603,124066,40.03122603,-105.25471215,1379031303,2013-09-12 20:15:03,UW.1,We have company flying into #DIA tonight from overseas. Anyone have a good source to track conditions on E-470 and I-70? #boulderflood
475927.179592854,4430810.19376305,-105.28212785,40.0271632,124081,40.0271632,-105.28212785,1379030821,2013-09-12 20:07:01,UW.1,"Boyfriend's body recovered, girlfriend missing. #boulderflood #coflood"
474967.366515075,4432844.51221182,-105.29345505,40.04546372,124108,40.04546372,-105.29345505,1379030556,2013-09-12 20:02:36,UW.1,"Dear Rain,
Linden is a road not a river incase you forgot.
Sincerely, Everyone #boulderflood http://t.co/Bw7vSGSl2F"
477474.016879859,4428097.52163917,-105.26390531,40.0027656,124420,40.0027656,-105.26390531,1379027142,2013-09-12 19:05:42,UW.1,Who wants to go swimming? #boulderflood http://t.co/ES7lsDk6sT
478853.264570769,4425985.34187261,-105.247678,39.9837711,124430,39.9837711,-105.247678,1379026975,2013-09-12 19:02:55,UW.1,Storm drain is now a storm fountain.  #boulderflood http://t.co/3Ep8RQslRe
478853.264570769,4425985.34187261,-105.247678,39.9837711,124469,39.9837711,-105.247678,1379026397,2013-09-12 18:53:17,UW.1,Creek along Table Mesa at Broadway (Bear Creek) is near overflowing #boulderflood http://t.co/uK8ATJVSwU
476065.192634374,4429415.33717493,-105.28045893,40.01459994,124527,40.01459994,-105.28045893,1379025215,2013-09-12 18:33:35,UW.1,#BoulderFlood @ Boulder Creek http://t.co/GtPlHgZxK1
476065.192634374,4429415.33717493,-105.28045893,40.01459994,124590,40.01459994,-105.28045893,1379025445,2013-09-12 18:37:25,UW.1,Crazy flooding in Boulder #boulderflood #boulder #flood #bouldercreek #noschool @ Boulder Creek http://t.co/ZhEegz24OI
475660.242970961,4430357.1750086,-105.28523925,40.023074,124704,40.023074,-105.28523925,1379018718,2013-09-12 16:45:18,UW.1,"http://t.co/Bg9pWvadvi - Boulder ""Creek"" today. Wondering how much more these bridges can withstand. #boulderflood"
480149.818865815,4422614.53351124,-105.23238956,39.95343232,124708,39.95343232,-105.23238956,1379024267,2013-09-12 18:17:47,UW.1,"Evacuation center for Boulderites YMCA of Boulder Valley, 2850 Mapleton Ave, Boulder, CO 80301
#boulderflood"
477802.350533056,4429187.77073109,-105.260096,40.01259711,124921,40.01259711,-105.260096,1379022514,2013-09-12 17:48:34,UW.1,Evacuated to the 2nd floor of hotel bc Boulder Creek might spill out.  #boulderflood #APBPPDS http://t.co/cLT20To7I1
476571.244718242,4427551.10665495,-105.274462,39.997818,124952,39.997818,-105.274462,1379022254,2013-09-12 17:44:14,UW.1,"#BoulderFlood Video Blog: where there isn't water, there is mud. #coflood http://t.co/x384DKYgyt"
477464.058966286,4425132.67882921,-105.26391915,39.97605292,125033,39.97605292,-105.26391915,1379021962,2013-09-12 17:39:22,UW.1,"Woah just got a text from CU Boulder saying ""wall of water coming down canyon"" #boulderflood"
478602.463647476,4427672.70696501,-105.25067101,39.99896749,125085,39.99896749,-105.25067101,1379021809,2013-09-12 17:36:49,UW.1,I have never seen anything like this. Dear god. #boulderflood
476615.956270191,4428480.31339978,-105.27397168,40.00619111,125106,40.00619111,-105.27397168,1379021679,2013-09-12 17:34:39,UW.1,Explorers. __#boulder #boulderflood #4dayweekend #wet @ Delta Delta Delta http://t.co/XxFmSumnGq
476065.192634374,4429415.33717493,-105.28045893,40.01459994,125137,40.01459994,-105.28045893,1379017348,2013-09-12 16:22:28,UW.1,Who's up for tubing the creek today? #boulder #boulderflood #flood @ Boulder Creek http://t.co/DFnRbQFupz
477173.422359008,4428442.35255485,-105.26743904,40.00586435,125140,40.00586435,-105.26743904,1379021410,2013-09-12 17:30:10,UW.1,Just enjoying those flood days _ #boulderflood #boulder #4dayweekend #wet @ CU: Farrand Field http://t.co/vgJUEadLt2
476201.090848821,4430709.08321863,-105.278914,40.02626,125198,40.02626,-105.278914,1379020667,2013-09-12 17:17:47,UW.1,Find out where you live in the Boulder Hazard Flood Zone. #boulderflood *website is not phone friendly http://t.co/1rtR3O1Nbe
475560.653774796,4430830.44402207,-105.28642416,40.02733511,125247,40.02733511,-105.28642416,1379019991,2013-09-12 17:06:31,UW.1,On the way to get supplies I stopped to grab this shot of the park #cowx #boulderflood @ North Boulder� http://t.co/JUdvh8YDrv
475899.713360074,4431086.18499915,-105.28246,40.029649,125358,40.029649,-105.28246,1379043406,2013-09-12 23:36:46,UW.1,"Scoping out the parking garage so we can rescue our car #boulderflood
http://t.co/GvtRbQEojV"
480315.307926339,4431936.59510634,-105.23073464,40.03742551,125369,40.03742551,-105.23073464,1379361113,2013-09-16 15:51:53,UW.1,Type 1 coffee service courtesy of San Juan. 60 pounds brewed since Saturday. #COflood  #boulderflood http://t.co/8gdiFQVCXd
480333.375643479,4431944.49311769,-105.2305231,40.03749709,125370,40.03749709,-105.2305231,1379201256,2013-09-14 19:27:36,UW.1,#boulderflood #coflood http://t.co/KqlOii77sy
474861.444659785,4429229.51809601,-105.29455662,40.01289078,125641,40.01289078,-105.29455662,1379198677,2013-09-14 18:44:37,UW.1,Park.  Gone. #boulderflood @ Eben G. Fine Park http://t.co/iKCXlfl6fo
487695.675136807,4420375.01522179,-105.14400693,39.93339799,125648,39.93339799,-105.14400693,1379045372,2013-09-13 00:09:32,UW.1,"I keep hearing abt evacuations, losses and flood damage. Followed by ""Saturday's game is still on."" #boulderflood #priorities #football"
475935.569236519,4428077.5200705,-105.2819282,40.00254295,126032,40.00254295,-105.2819282,1379283009,2013-09-15 18:10:09,UW.1,#cabinfever #boulderflood #needsunshine
475931.071118558,4428075.97264771,-105.28198084,40.00252888,126033,40.00252888,-105.28198084,1379236034,2013-09-15 05:07:14,UW.1,#floodlife #fatkidflooddays #cookies #muffins #bacon #macncheese #pizza #chips #beer #weed #whiskey #boulderflood http://t.co/PBvEinjbU7
475946.662532193,4428067.60229647,-105.28179787,40.00245391,126036,40.00245391,-105.28179787,1378989052,2013-09-12 08:30:52,UW.1,�@JamesKroeker: The #boulderflood is going HAM...in my basement...#newcarpets #angryrommies #dirtywater� yuup
475939.097697607,4428082.0384783,-105.28188703,40.00258376,126037,40.00258376,-105.28188703,1378988946,2013-09-12 08:29:06,UW.1,�@Shapalicious: Knee deep water on 28th and Colorado #Boulder #boulderflood http://t.co/S37RpN8ucS� this was me in my backyard all night
477105.623386747,4429622.58070844,-105.268275,40.016496,126187,40.016496,-105.268275,1379107107,2013-09-13 17:18:27,UW.1,"I find it a touch unsettling that right in the middle of all this #boulderflood, Friday the 13th brings us sunshine."
479694.50867456,4427549.01254716,-105.237874,39.99788,126189,39.99788,-105.237874,1379035694,2013-09-12 21:28:14,UW.1,"""Let It Rain"" by OK Go - seems appropriate #BoulderFlood"
479694.50867456,4427549.01254716,-105.237874,39.99788,126190,39.99788,-105.237874,1379034584,2013-09-12 21:09:44,UW.1,Incredible photos of #BoulderFlood http://t.co/bkG7sfYN5v
478371.111844091,4431029.01162718,-105.25349311,40.02920087,126331,40.02920087,-105.25349311,1379310128,2013-09-16 01:42:08,UW.1,"@jaclynloraine: Boulder resident Darren Booth jokes he is ""unfinishing"" his basement after it was flooded. #coflood http://t.co/5nOPAx25IO"
474595.840956834,4429149.91929994,-105.29766563,40.01216567,126336,40.01216567,-105.29766563,1379303503,2013-09-15 23:51:43,UW.1,I'm muddy. Occupational hazard. #coflood http://t.co/eZ7YwTS9yG
474593.582435152,4429178.45066735,-105.29769321,40.01242266,126338,40.01242266,-105.29769321,1379298786,2013-09-15 22:33:06,UW.1,Hardworking power crews work to repair lines downed by a #mudslide. #boulderflood http://t.co/7eq4ngAU1H
474635.576738429,4429155.70809424,-105.29720027,40.01221902,126340,40.01221902,-105.29720027,1379293411,2013-09-15 21:03:31,UW.1,Boulder resident Kate Kellett salvages what she can from her office building split in half by mud. #coflood http://t.co/gRumOKzvCw
474637.847592192,4429152.32303604,-105.29717353,40.01218859,126341,40.01218859,-105.29717353,1379293028,2013-09-15 20:57:08,UW.1,Wall of mud splits Boulder office building. Live in a few minutes. #coflood http://t.co/pzQGveRu3G
475356.863509141,4433669.74379347,-105.28892046,40.05291021,126438,40.05291021,-105.28892046,1379131274,2013-09-14 00:01:14,UW.1,"wore rubber boots,  in two basements, used a shop vac and moved furniture. Hang tough flood survivors #boulderflood #boulderstrong"
475791.574927821,4429655.50843699,-105.283674,40.016756,126572,40.016756,-105.283674,1379357991,2013-09-16 14:59:51,UW.1,Still wet #boulderflood http://t.co/ByV7JTxiLw
475941.809856461,4429721.07180865,-105.281916,40.017351,126573,40.017351,-105.281916,1379298219,2013-09-15 22:23:39,UW.1,6 of 8 restaurants closed on this block alone. But Tahona is open! And the rain has stopped. #boulderflood http://t.co/rP4gOL5JmS
475798.150624294,4429656.93040015,-105.283597,40.016769,126576,40.016769,-105.283597,1379130537,2013-09-13 23:48:57,UW.1,"Raindrops? It's like zombies, they come out at night. #boulderflood http://t.co/oRwPlpdlR0"
476176.696792188,4429377.70045543,-105.279151,40.014264,126577,40.014264,-105.279151,1379124305,2013-09-13 22:05:05,UW.1,What's going to happen when the rains come tonight? #boulderflood http://t.co/KSH12kOF4j
476161.445653604,4429467.42964035,-105.279333,40.015072,126578,40.015072,-105.279333,1379124151,2013-09-13 22:02:31,UW.1,Natural disaster and tourist attraction #boulderflood http://t.co/cLOxJrn80w
477834.037826514,4429225.40324745,-105.259726,40.012937,126579,40.012937,-105.259726,1379113465,2013-09-13 19:04:25,UW.1,No lunch here. #boulderflood http://t.co/hlDXuhjZLu
475464.056809278,4432355.88122519,-105.28761397,40.04107594,126595,40.04107594,-105.28761397,1379007420,2013-09-12 13:37:00,UW.1,Sheriffs deputy at linden and li den park drive says there's not an office open in town today. #boulderflood
476351.448212888,4433088.2674231,-105.27723868,40.04769982,126614,40.04769982,-105.27723868,1379294363,2013-09-15 21:19:23,UW.1,Got about 3 feet if standing water I need to pump out. Anyone have a pump I can borrow? #boulderflood
478115.461905443,4426401.30158247,-105.25633333,39.9875,126665,39.9875,-105.25633333,1379302707,2013-09-15 23:38:27,UW.1,It's been one of those weeks. @simmsfishing #boulderflood @ Fat Kid Castle http://t.co/VDSpCn0Mw9
478115.461905443,4426401.30158247,-105.25633333,39.9875,126666,39.9875,-105.25633333,1379302656,2013-09-15 23:37:36,UW.1,It's been one of those weeks. #boulderflood @ Fat Kid Castle http://t.co/rlxCx7t7PN
478115.461905443,4426401.30158247,-105.25633333,39.9875,126667,39.9875,-105.25633333,1379242896,2013-09-15 07:01:36,UW.1,A house a block over from mine. #wegotlucky #boulderflood @ Fat Kid Castle http://t.co/5UlZ8N8bh5
476298.009991889,4429494.8650438,-105.2777338,40.01532303,126668,40.01532303,-105.2777338,1379131810,2013-09-14 00:10:10,UW.1,#boulderflood #100yearflood @ Boulder Farmers' Market http://t.co/zIF5mkhntA
488954.204228932,4420627.59695008,-105.12928172,39.93569108,126789,39.93569108,-105.12928172,1379355689,2013-09-16 14:21:29,UW.1,"Entering 5th day w/o  @XFINITY service = no phone, TV, Internet = no news. @ATT wireless is worthless. Realize many worse off #boulderflood"
475968.131289469,4434401.64382154,-105.28178109,40.05952199,126793,40.05952199,-105.28178109,1379226303,2013-09-15 02:25:03,UW.1,My wife is using the restroom @ProtosPizza cause we have no water at home. Any assholes want to comment on this? #boulderflood
475957.855369524,4434375.59972706,-105.28190061,40.05928705,126794,40.05928705,-105.28190061,1379220354,2013-09-15 00:45:54,UW.1,Time to raise acceptance stds?�@CUBoulderPolice: officials intercepted student Friday w/ innertube on way to #boulder creek. #boulderflood�
478602.231721369,4430563.65586135,-105.25076903,40.02501406,126795,40.02501406,-105.25076903,1379197829,2013-09-14 18:30:29,UW.1,@Musicshosh Lee Hill closed AT Bway as of this morning. Not definitive but unlikely it's open up there. #boulderflood
479226.023836771,4430568.55181028,-105.24345878,40.02507376,126796,40.02507376,-105.24345878,1379193596,2013-09-14 17:19:56,UW.1,"Americans' reaction to disasters seems to be to go out and buy stuff. Bottled water, generators, batteries. I plead guilty. #boulderflood"
478608.72486306,4430226.8864435,-105.25068183,40.02198004,126797,40.02198004,-105.25068183,1379192827,2013-09-14 17:07:07,UW.1,"Satiating hunger for news, coffee and connectivity w/ brief visit to ""town.""  Friends, family far away know more than we do. #boulderflood"
477026.520533985,4428882.28932161,-105.26917571,40.00982406,126993,40.00982406,-105.26917571,1379385714,2013-09-16 22:41:54,UW.1,The gym is at maximum capacity right now. #postboulderfloodproblems
476995.404872399,4429425.08498459,-105.26955952,40.01471363,126996,40.01471363,-105.26955952,1379272919,2013-09-15 15:21:59,UW.1,So excited to get back into the @LilYogaStudio after the #boulderflood closure.
477824.639868377,4430108.63257137,-105.2598663,40.02089437,126998,40.02089437,-105.2598663,1379138772,2013-09-14 02:06:12,UW.1,"Helloooo sunset, I've missed you so. #boulderflood #ColoradoProud http://t.co/u1Epyzifum"
477522.244013084,4429397.88929985,-105.26338533,40.0144828,126999,40.0144828,-105.26338533,1379039818,2013-09-12 22:36:58,UW.1,Backcountry Taphouse happy hour is sending it. #noschool #boulderflood #GoBuffs
476979.892107795,4429435.76826561,-105.26974167,40.01480946,127002,40.01480946,-105.26974167,1379002979,2013-09-12 12:22:59,UW.1,"Shoutout to anyone that had to evacuate or was/is affected by the #boulderflood. Stay indoors today, Buffs! #buffnation #GoBuffs"
478871.536777976,4426085.8966693,-105.24746726,39.98467753,127254,39.98467753,-105.24746726,1379392472,2013-09-17 00:34:32,UW.1,@BoulderFlood @DANICECRAWFORD Sent in my volunteer info!! Forgot to add that I fix bikes too.
475892.319952767,4427658.5094907,-105.28241933,39.99876656,127777,39.99876656,-105.28241933,1379046148,2013-09-13 00:22:28,UW.1,Too many rain dances. 1 block from home. #DeadEnd #BoulderFlood @ Chautauqua Park http://t.co/r4ynJ20RWq
480696.062464194,4428269.16542762,-105.22616253,40.00439187,127795,40.00439187,-105.22616253,1379185851,2013-09-14 15:10:51,UW.1,A little post #boulderflood saturated fat indulgence... Feels so good... Tastes so good... @ Home http://t.co/072HyeZEIO
476654.742581603,4429355.45024744,-105.27354873,40.01407689,127797,40.01407689,-105.27354873,1379110312,2013-09-13 18:11:52,UW.1,Boulder High School Yacht Club #boulderflood @ Boulder High School http://t.co/noWvAbNXTq
477193.916918797,4429257.9873079,-105.26722758,40.01321352,127798,40.01321352,-105.26722758,1379108451,2013-09-13 17:40:51,UW.1,Boulder Creek Friday morning at Folsum Street panning east to west. Holy cow... #boulderflood @� http://t.co/Ug5csCSPQT
489461.542640816,4420088.07527036,-105.12333504,39.93083652,127833,39.93083652,-105.12333504,1379444260,2013-09-17 14:57:40,UW.1,"Not a cloud in the sky this morning above Boulder, CO.  Hopefully a relief for people here. #colorado #coflood http://t.co/kge8S9qg6b"
477787.998427347,4429585.26482869,-105.26027777,40.01617803,127834,40.01617803,-105.26027777,1379316738,2013-09-16 03:32:18,UW.1,Devastation you can only see from the air. Watch @Miguelnbc Monday on @todayshow  and @nbcnightlynews #coflood http://t.co/KTQR0ZJS2n
478716.148185242,4426057.07785056,-105.24928629,39.98441398,127861,39.98441398,-105.24928629,1379051061,2013-09-13 01:44:21,UW.1,"#blameitontherain #polkadot  #tinyumbrella #boulderflood @ Southern Sun Pub &amp; Brewery http://t.co/ZGNe6xXqft"
478711.224415418,4431572.81731877,-105.24952484,40.03410903,127867,40.03410903,-105.24952484,1379290580,2013-09-15 20:16:20,UW.1,Unfortunately we had to CLOSE early today :( another flood warning was issued for Boulder. #staystrongboulder #boulderflood
478721.301317864,4431616.6908451,-105.24940817,40.03450457,127870,40.03450457,-105.24940817,1379187201,2013-09-14 15:33:21,UW.1,@Athleta Boulder will be CLOSED AGAIN TODAY!  Depending on conditions tomorrow we hope to be open.  Stay safe.  #boulderflood
478696.175819496,4431597.09235889,-105.24970202,40.03432736,127872,40.03432736,-105.24970202,1379094362,2013-09-13 13:46:02,UW.1,Athleta Boulder will be CLOSED again today!  Stay safe.  #boulderflood
480238.247549783,4429399.46660034,-105.2315606,40.01456497,128021,40.01456497,-105.2315606,1379225340,2013-09-15 02:09:00,UW.1,Big props to @mitchellbyars for his excellent coverage of #boulderflood
476065.192634374,4429415.33717493,-105.28045893,40.01459994,128139,40.01459994,-105.28045893,1379113330,2013-09-13 19:02:10,UW.1,"The clouds finally took a chill pill, but this creek is still pissed. #boulderflood @ Boulder Creek http://t.co/anFGHMPDG7"
